time,DATE,Hour,Min,Sec,PRICE,SIZE,daytime,log_return
2010-02-01 09:30:00,35054750544,15696,60850,53156,92148.14999999995,419651,163098156.0,
2010-02-01 09:40:00,39637596372,17748,88561,54143,104085.38270000002,324058,186390243.0,0.12181394186427263
2010-02-01 09:50:00,25286052858,11322,67353,35632,66601.5642000001,218359,119990932.0,-0.44648348605844773
2010-02-01 10:00:00,35939159388,17880,6545,52926,94494.24149999938,275307,179507426.0,0.3498108323780214
2010-02-01 10:10:00,22874028738,11380,15943,33541,60350.97150000006,182823,115427841.0,-0.4483618509580268
2010-02-01 10:20:00,35416554162,17620,40918,48865,93879.97559999955,288516,180340665.0,0.4418400658994982
2010-02-01 10:30:00,39175291749,19490,66592,59232,103818.29069999894,319001,201618432.0,0.10062505511458436
2010-02-01 10:40:00,23115231150,11500,50638,33164,61321.084000000235,192215,120096964.0,-0.5265184345877039
2010-02-01 10:50:00,41446614462,20620,113141,70451,109844.68019999948,377071,217584551.0,0.5829436381983791
2010-02-01 11:00:00,28883988837,15807,5675,39825,76443.84170000006,233179,158677325.0,-0.36251099397411213
2010-02-01 11:10:00,17004770046,9306,11948,25399,45057.971499999956,144776,94280199.0,-0.5286064595910059
2010-02-01 11:20:00,26391563913,14443,32021,37318,70125.24829999996,220180,147669418.0,0.4423329884198932
2010-02-01 11:30:00,17527375272,9592,29848,25602,46428.310599999786,136686,98930402.0,-0.41237348924406997
2010-02-01 11:40:00,13266132660,7260,29823,18913,35044.23530000006,116410,75601213.0,-0.28129828621474556
2010-02-01 11:50:00,14894248941,8151,40739,18433,39271.58890000003,115705,85602333.0,0.11389019948529579
2010-02-01 12:00:00,12562625625,7500,2744,17794,33105.346899999946,97006,75292194.0,-0.17080652158148948
2010-02-01 12:10:00,10170701706,6072,7357,15027,26783.947300000025,87096,61470727.0,-0.21189208038900878
2010-02-01 12:20:00,9547595475,5700,12037,13682,25147.463299999956,94330,58217382.0,-0.06304569807684923
2010-02-01 12:30:00,17949479493,10716,30091,30821,47401.72690000021,163610,110199921.0,0.6339016318911516
2010-02-01 12:40:00,11738517384,7008,25705,13163,30992.868500000022,89369,72663663.0,-0.4249015308939787
2010-02-01 12:50:00,11718417183,6996,31307,19419,30957.507500000105,90803,73110119.0,-0.001141591258145472
2010-02-01 13:00:00,11396813967,7371,2299,14236,30053.985900000014,91068,73954136.0,-0.029620243926810546
2010-02-01 13:10:00,13728437283,8879,10449,21281,36234.803700000084,194957,89856181.0,0.1870247906845653
2010-02-01 13:20:00,15034950348,9724,17444,21347,39767.135099999956,136975,99005747.0,0.09302073478127056
2010-02-01 13:30:00,10371703716,6708,17899,15225,27375.39089999998,86322,68885125.0,-0.37339635242697233
2010-02-01 13:40:00,11678216781,7553,25963,19481,30785.40310000003,97761,78145781.0,0.11739618482998451
2010-02-01 13:50:00,12281222811,7943,33535,19445,32409.850700000054,92291,82802945.0,0.05142175822319377
2010-02-01 14:00:00,21105211050,14700,5391,30244,55554.83480000003,178253,147569344.0,0.5389081368618682
2010-02-01 14:10:00,14733447333,10262,11288,20641,38738.85409999991,129988,103769441.0,-0.3605274691066992
2010-02-01 14:20:00,13708337082,9548,16653,19077,36014.35799999992,109554,97164377.0,-0.07292538601854776
2010-02-01 14:30:00,13024930248,9072,22836,19532,34240.58810000005,99471,93023132.0,-0.050505965332770936
2010-02-01 14:40:00,12622926228,8792,28443,17805,33202.742700000075,95113,90782105.0,-0.030779242987706543
2010-02-01 14:50:00,16039960398,11172,43189,21763,42147.18870000011,133698,116060663.0,0.23853550075850186
2010-02-01 15:00:00,19698196980,14700,4355,30740,51751.68359999995,161708,147466240.0,0.20528898023502096
2010-02-01 15:10:00,12783727836,9540,9411,18604,33572.53320000011,101902,96359704.0,-0.43274869657229653
2010-02-01 15:20:00,15376653765,11475,18775,20979,40456.14390000004,122473,116648479.0,0.1865102523448013
2010-02-01 15:30:00,19979599794,14910,34827,29111,52559.88279999987,162650,152611811.0,0.2617346236191759
2010-02-01 15:40:00,25105151049,18735,55545,36715,66049.91059999994,217839,192941215.0,0.22845753310606268
2010-02-01 15:50:00,38712987126,28890,106063,63809,101990.94320000066,508495,299570109.0,0.434473339737801
2010-02-01 16:00:00,40200402,32,0,0,105.91,500,320000.0,-6.870049619311717
2010-02-01 16:10:00,0,0,0,0,0.0,0,0.0,-inf
2010-02-01 16:20:00,0,0,0,0,0.0,0,0.0,
2010-02-01 16:30:00,0,0,0,0,0.0,0,0.0,
2010-02-01 16:40:00,0,0,0,0,0.0,0,0.0,
2010-02-01 16:50:00,0,0,0,0,0.0,0,0.0,
2010-02-01 17:00:00,0,0,0,0,0.0,0,0.0,
2010-02-01 17:10:00,0,0,0,0,0.0,0,0.0,
2010-02-01 17:20:00,0,0,0,0,0.0,0,0.0,
2010-02-01 17:30:00,0,0,0,0,0.0,0,0.0,
2010-02-01 17:40:00,0,0,0,0,0.0,0,0.0,
2010-02-01 17:50:00,0,0,0,0,0.0,0,0.0,
2010-02-01 18:00:00,0,0,0,0,0.0,0,0.0,
2010-02-01 18:10:00,0,0,0,0,0.0,0,0.0,
2010-02-01 18:20:00,0,0,0,0,0.0,0,0.0,
2010-02-01 18:30:00,0,0,0,0,0.0,0,0.0,
2010-02-01 18:40:00,0,0,0,0,0.0,0,0.0,
2010-02-01 18:50:00,0,0,0,0,0.0,0,0.0,
2010-02-01 19:00:00,0,0,0,0,0.0,0,0.0,
2010-02-01 19:10:00,0,0,0,0,0.0,0,0.0,
2010-02-01 19:20:00,0,0,0,0,0.0,0,0.0,
2010-02-01 19:30:00,0,0,0,0,0.0,0,0.0,
2010-02-01 19:40:00,0,0,0,0,0.0,0,0.0,
2010-02-01 19:50:00,0,0,0,0,0.0,0,0.0,
2010-02-01 20:00:00,0,0,0,0,0.0,0,0.0,
2010-02-01 20:10:00,0,0,0,0,0.0,0,0.0,
