time,date,hour,minute,second,price,volume,daytime,log_return
2010-10-05 21:20:00,0,0,0,0,0.0,0,0.0,
2010-10-05 21:30:00,0,0,0,0,0.0,0,0.0,
2010-10-05 21:40:00,0,0,0,0,0.0,0,0.0,
2010-10-05 21:50:00,0,0,0,0,0.0,0,0.0,
2010-10-05 22:00:00,0,0,0,0,0.0,0,0.0,
2010-10-05 22:10:00,0,0,0,0,0.0,0,0.0,
2010-10-05 22:20:00,0,0,0,0,0.0,0,0.0,
2010-10-05 22:30:00,0,0,0,0,0.0,0,0.0,
2010-10-05 22:40:00,0,0,0,0,0.0,0,0.0,
2010-10-05 22:50:00,0,0,0,0,0.0,0,0.0,
2010-10-05 23:00:00,0,0,0,0,0.0,0,0.0,
2010-10-05 23:10:00,0,0,0,0,0.0,0,0.0,
2010-10-05 23:20:00,0,0,0,0,0.0,0,0.0,
2010-10-05 23:30:00,0,0,0,0,0.0,0,0.0,
2010-10-05 23:40:00,0,0,0,0,0.0,0,0.0,
2010-10-05 23:50:00,0,0,0,0,0.0,0,0.0,
2010-10-06 00:00:00,0,0,0,0,0.0,0,0.0,
2010-10-06 00:10:00,0,0,0,0,0.0,0,0.0,
2010-10-06 00:20:00,0,0,0,0,0.0,0,0.0,
2010-10-06 00:30:00,0,0,0,0,0.0,0,0.0,
2010-10-06 00:40:00,0,0,0,0,0.0,0,0.0,
2010-10-06 00:50:00,0,0,0,0,0.0,0,0.0,
2010-10-06 01:00:00,0,0,0,0,0.0,0,0.0,
2010-10-06 01:10:00,0,0,0,0,0.0,0,0.0,
2010-10-06 01:20:00,0,0,0,0,0.0,0,0.0,
2010-10-06 01:30:00,0,0,0,0,0.0,0,0.0,
2010-10-06 01:40:00,0,0,0,0,0.0,0,0.0,
2010-10-06 01:50:00,0,0,0,0,0.0,0,0.0,
2010-10-06 02:00:00,0,0,0,0,0.0,0,0.0,
2010-10-06 02:10:00,0,0,0,0,0.0,0,0.0,
2010-10-06 02:20:00,0,0,0,0,0.0,0,0.0,
2010-10-06 02:30:00,0,0,0,0,0.0,0,0.0,
2010-10-06 02:40:00,0,0,0,0,0.0,0,0.0,
2010-10-06 02:50:00,0,0,0,0,0.0,0,0.0,
2010-10-06 03:00:00,0,0,0,0,0.0,0,0.0,
2010-10-06 03:10:00,0,0,0,0,0.0,0,0.0,
2010-10-06 03:20:00,0,0,0,0,0.0,0,0.0,
2010-10-06 03:30:00,0,0,0,0,0.0,0,0.0,
2010-10-06 03:40:00,0,0,0,0,0.0,0,0.0,
2010-10-06 03:50:00,0,0,0,0,0.0,0,0.0,
2010-10-06 04:00:00,0,0,0,0,0.0,0,0.0,
2010-10-06 04:10:00,0,0,0,0,0.0,0,0.0,
2010-10-06 04:20:00,0,0,0,0,0.0,0,0.0,
2010-10-06 04:30:00,0,0,0,0,0.0,0,0.0,
2010-10-06 04:40:00,0,0,0,0,0.0,0,0.0,
2010-10-06 04:50:00,0,0,0,0,0.0,0,0.0,
2010-10-06 05:00:00,0,0,0,0,0.0,0,0.0,
2010-10-06 05:10:00,0,0,0,0,0.0,0,0.0,
2010-10-06 05:20:00,0,0,0,0,0.0,0,0.0,
2010-10-06 05:30:00,0,0,0,0,0.0,0,0.0,
2010-10-06 05:40:00,0,0,0,0,0.0,0,0.0,
2010-10-06 05:50:00,0,0,0,0,0.0,0,0.0,
2010-10-06 06:00:00,0,0,0,0,0.0,0,0.0,
2010-10-06 06:10:00,0,0,0,0,0.0,0,0.0,
2010-10-06 06:20:00,0,0,0,0,0.0,0,0.0,
2010-10-06 06:30:00,0,0,0,0,0.0,0,0.0,
2010-10-06 06:40:00,0,0,0,0,0.0,0,0.0,
2010-10-06 06:50:00,0,0,0,0,0.0,0,0.0,
2010-10-06 07:00:00,0,0,0,0,0.0,0,0.0,
2010-10-06 07:10:00,0,0,0,0,0.0,0,0.0,
2010-10-06 07:20:00,0,0,0,0,0.0,0,0.0,
2010-10-06 07:30:00,0,0,0,0,0.0,0,0.0,
2010-10-06 07:40:00,0,0,0,0,0.0,0,0.0,
2010-10-06 07:50:00,0,0,0,0,0.0,0,0.0,
2010-10-06 08:00:00,0,0,0,0,0.0,0,0.0,
2010-10-06 08:10:00,0,0,0,0,0.0,0,0.0,
2010-10-06 08:20:00,0,0,0,0,0.0,0,0.0,
2010-10-06 08:30:00,0,0,0,0,0.0,0,0.0,
2010-10-06 08:40:00,0,0,0,0,0.0,0,0.0,
2010-10-06 08:50:00,0,0,0,0,0.0,0,0.0,
2010-10-06 09:00:00,0,0,0,0,0.0,0,0.0,
2010-10-06 09:10:00,0,0,0,0,0.0,0,0.0,
2010-10-06 09:20:00,0,0,0,0,0.0,0,0.0,
2010-10-06 09:30:00,38252214418,17127,64210,46595,119645.68409999952,579823,177737595.0,inf
2010-10-06 09:40:00,34694336356,15534,77788,42369,108462.71310000021,306713,163161169.0,-0.09812828681123259
2010-10-06 09:50:00,35216962512,15768,95310,48910,110009.16549999971,339813,167259910.0,0.014157229196505644
2010-10-06 10:00:00,32644033744,16240,6905,47887,101977.9675000002,296045,163138387.0,-0.07580689999864723
2010-10-06 10:10:00,17045653088,8480,12455,24915,53197.126900000476,146272,86070415.0,-0.6507523957997406
2010-10-06 10:20:00,18070804394,8990,22094,27893,56395.98320000019,186496,92137293.0,0.05839354685945316
