time,date,hour,minute,second,price,volume,daytime,log_return
2010-10-04 09:30:00,8422320676,3771,13307,11219,25825.574899999927,250309,39051919.0,
2010-10-04 09:35:00,13728985732,6147,25071,21990,42082.295200000044,109929,63999090.0,0.48826183453568056
2010-10-04 09:40:00,11357067260,5085,23297,18743,34915.09809999998,99653,53198443.0,-0.18670776469353229
2010-10-04 09:45:00,9387168868,4203,21754,13977,28919.117499999884,92515,44219377.0,-0.18841646436412718
2010-10-04 09:50:00,16462722276,7371,42833,16850,50684.39130000019,122205,78010150.0,0.5611151176814182
2010-10-04 09:55:00,12784238544,5724,36235,18121,39355.0481,102834,60881621.0,-0.25299374549022274
2010-10-04 10:00:00,16844641352,8380,1153,21123,51824.86189999976,131127,83936423.0,0.2752457397794201
2010-10-04 10:05:00,7557977504,3760,2703,9689,23258.402700000035,72680,37879989.0,-0.8012035203877934
2010-10-04 10:10:00,8261512644,4110,4935,11513,25395.01370000004,69640,41605013.0,0.08788637053594048
2010-10-04 10:15:00,7075553408,3520,6056,10404,21738.679599999967,66734,35816004.0,-0.1554596998513423
2010-10-04 10:20:00,9769087944,4860,10351,14909,30003.409099999975,90769,49650009.0,0.3222178679946674
2010-10-04 10:25:00,6573028308,3270,8884,11202,20193.430199999933,56577,33599602.0,-0.39595369799049746
2010-10-04 10:30:00,5889594172,2930,9378,8283,18110.70849999997,49383,30246083.0,-0.10885392072006662
2010-10-04 10:35:00,7980098588,3970,14377,13330,24535.13609999998,80059,41151030.0,0.30360282354188184
2010-10-04 10:40:00,8301714652,4130,17303,10685,25511.080899999903,64165,43040985.0,0.03900668617105561
2010-10-04 10:45:00,14834540952,7380,34066,21570,45542.59470000007,130460,77228170.0,0.5795351324220557
2010-10-04 10:50:00,6633331320,3300,17129,10415,20351.7747999999,57939,34723315.0,-0.8054799134521791
2010-10-04 10:55:00,4603129916,2290,13002,7522,14126.456300000003,51585,24207722.0,-0.3651187492419844
2010-10-04 11:00:00,10733936136,5874,1208,14645,32944.665300000066,96556,58875445.0,0.8467799723547457
2010-10-04 11:05:00,5286564052,2893,1614,7892,16220.44769999998,51643,29099292.0,-0.7085566949250665
2010-10-04 11:10:00,5286564052,2893,3366,6557,16223.359200000004,49941,29273157.0,0.00017947955471523804
2010-10-04 11:15:00,6030301200,3300,4859,9526,18488.78560000008,60811,33495426.0,0.13071223490950276
2010-10-04 11:20:00,8965047784,4906,9838,13377,27471.359100000125,84945,50057177.0,0.3959796101782464
